symbol,name,reportDate,fiscalDateEnding,estimate,currency
ANY,Sphere 3D Corp,2022-11-10,2022-09-30,,USD
AOBI,AOBI,2022-11-15,2022-09-30,0,USD
AOCIF,AOCIF,2022-11-09,2022-09-30,,USD
AOIFF,AOIFF,2022-11-14,2022-09-30,0.07,USD
AOLS,AOLS,2022-12-19,2022-09-30,0,USD
AOMR,Angel Oak Mortgage Inc,2022-11-08,2022-09-30,0.4566,USD
AONNY,AONNY,2023-01-11,2022-11-30,0.0209,JPY
AOREF,AOREF,2022-11-30,2022-09-30,,USD
AORT,Artivion Inc,2022-11-02,2022-09-30,-0.1033,USD
AOSL,Alpha & Omega Semiconductor Ltd,2022-11-03,2022-09-30,1.21,USD
AOTVF,AOTVF,2022-11-07,2022-09-30,,CAD
AOUT,American Outdoor Brands Inc,2022-12-09,2022-10-31,0.22,USD
AOXG,AOXG,2022-11-17,2022-09-30,0,USD
AOZOY,AOZOY,2022-11-11,2022-09-30,0,USD
AP,Ampco-Pittsburgh Corp,2022-11-10,2022-09-30,,USD
APA,APA Corporation,2022-11-02,2022-09-30,2.19,USD
APAM,Artisan Partners Asset Management Inc - Class A,2022-11-01,2022-09-30,0.696,USD
APD,Air Products & Chemicals Inc,2022-11-03,2022-09-30,2.77,USD
APD,Air Products & Chemicals Inc,2023-01-27,2022-12-31,2.72,USD
APDN,Applied Dna Sciences Inc,2022-12-22,2022-09-30,-0.275,USD
APEI,American Public Education Inc,2022-11-08,2022-09-30,0.005,USD
APELY,APELY,2023-01-27,2022-12-31,0.8055,JPY
APEMY,APEMY,2022-11-14,2022-09-30,1.75,USD
APEN,Apollo Endosurgery Inc,2022-11-10,2022-09-30,-0.2367,USD
APEUF,APEUF,2022-11-14,2022-09-30,,USD
APG,APi Group Corporation,2022-11-09,2022-09-30,0.3661,USD
APGI,APGI,2022-11-30,2022-09-30,0,USD
APGT,APGT,2022-11-08,2022-09-30,,USD
APH,Amphenol Corp - Class A,2023-01-25,2022-12-31,0.7604,USD
API,Agora Inc,2022-11-21,2022-09-30,-0.18,USD
APLE,Apple Hospitality REIT Inc,2022-11-07,2022-09-30,0.04,USD
APLIF,APLIF,2022-11-10,2022-09-30,-0.02,CAD
APLS,Apellis Pharmaceuticals Inc,2022-11-07,2022-09-30,-1.44,USD
APLT,Applied Therapeutics Inc,2022-11-17,2022-09-30,-0.4519,USD
APO,Apollo Global Management Inc - Class A (New),2022-11-02,2022-09-30,1.3,USD
APOG,Apogee Enterprises Inc,2022-12-22,2022-11-30,0.95,USD
APP,Applovin Corp - Class A,2022-11-09,2022-09-30,0.1161,USD
APPF,Appfolio Inc - Class A,2022-11-07,2022-09-30,-0.365,USD
APPH,AppHarvest Inc,2022-11-09,2022-09-30,-0.2933,USD
APPN,Appian Corp - Class A,2022-11-03,2022-09-30,-0.2258,USD
APPS,Digital Turbine Inc,2022-11-07,2022-09-30,0.3909,USD
APR,APR,2022-11-02,2022-09-30,,USD
APRE,Aprea Therapeutics Inc,2022-11-09,2022-09-30,-0.08,USD
APRN,Blue Apron Holdings Inc - Class A,2022-11-03,2022-09-30,-0.4825,USD
APT,Alpha Pro Tech Ltd,2022-11-09,2022-09-30,0.32,USD
APTO,Aptose Biosciences Inc,2022-11-08,2022-09-30,-0.1215,USD
APTS,APTS,2022-11-07,2022-09-30,,USD
APTV,Aptiv PLC,2022-11-03,2022-09-30,0.9774,USD
APTX,Aptinyx Inc,2022-11-16,2022-09-30,-0.2371,USD
APVO,Aptevo Therapeutics Inc,2022-11-10,2022-09-30,-1.35,USD
APVS,APVS,2022-11-14,2022-09-30,0,USD
APWC,Asia Pacific Wire & Cable,2022-12-19,2022-09-30,0,USD
APYX,Apyx Medical Corp,2022-11-10,2022-09-30,-0.1475,USD
AQARF,AQARF,2022-11-09,2022-09-30,,USD
AQB,AquaBounty Technologies Inc,2022-11-03,2022-09-30,-0.105,USD
AQMS,Aqua Metals Inc,2022-11-10,2022-09-30,-0.045,USD
AQN,Algonquin Power & Utilities Corp,2022-11-10,2022-09-30,0.1668,USD
AQQSQ,AQQSQ,2022-11-14,2022-09-30,0,USD
AQST,Aquestive Therapeutics Inc,2022-11-08,2022-09-30,-0.3014,USD
AQSZF,AQSZF,2022-11-01,2022-09-30,,USD
AQUA,Evoqua Water Technologies Corp,2022-11-15,2022-09-30,0.3215,USD
ARAV,Aravive Inc,2022-11-10,2022-09-30,-0.618,USD
ARAY,Accuray Inc,2022-11-01,2022-09-30,-0.025,USD
ARAY,Accuray Inc,2023-01-24,2022-12-31,-0.012,USD
ARBE,Arbe Robotics Ltd,2022-12-06,2022-10-31,-0.17,USD
ARBK,Argo Blockchain Plc,2022-10-31,2022-09-30,-0.6368,GBP
ARC,ARC Document Solutions Inc,2022-11-02,2022-09-30,0.07,USD
ARCB,ArcBest Corp,2022-11-01,2022-09-30,3.75,USD
ARCE,Arco Platform Ltd - Class A,2022-11-29,2022-09-30,-1.17,BRL
ARCO,Arcos Dorados Holdings Inc - Class A,2022-11-16,2022-09-30,0.115,USD
ARCT,Arcturus Therapeutics Holdings Inc,2022-11-07,2022-09-30,-1.77,USD
ARCW,ARCW,2022-11-15,2022-09-30,0,USD
ARDS,Aridis Pharmaceuticals Inc,2022-11-16,2022-09-30,-0.17,USD
ARDX,Ardelyx Inc,2022-11-09,2022-09-30,-0.1613,USD
AREB,American Rebel Holdings Inc,2022-11-30,2022-09-30,0,USD
AREC,American Resources Corporation - Class A,2022-11-21,2022-09-30,-0.03,USD
AREN,Arena Group Holdings Inc (The),2022-11-16,2022-09-30,-0.415,USD
ARESF,ARESF,2022-11-03,2022-09-30,,USD
ARET,ARET,2022-11-22,2022-09-30,0,USD
ARGO,Argo Group International Holdings Ltd,2022-11-07,2022-09-30,-0.9767,USD
ARGTF,ARGTF,2022-11-28,2022-09-30,-0.014,USD
ARHS,Arhaus Inc Class A,2022-11-10,2022-09-30,0.1463,USD
ARHTF,ARHTF,2022-11-08,2022-09-30,,USD
ARIS,Aris Water Solutions Inc - Class A,2022-11-08,2022-09-30,0.2302,USD
ARKAY,ARKAY,2022-11-10,2022-09-30,3.25,EUR
ARKO,ARKO Corp - Class A,2022-11-09,2022-09-30,0.2825,USD
ARKR,Ark Restaurants Corp,2022-12-19,2022-09-30,,USD
ARL,American Realty Investors Inc,2022-11-17,2022-09-30,0,USD
ARLO,Arlo Technologies Inc,2022-11-10,2022-09-30,-0.108,USD
ARLP,Alliance Resource Partners LP,2022-10-31,2022-09-30,1.58,USD
ARMK,Aramark,2022-11-15,2022-09-30,0.4864,USD
ARMP,Armata Pharmaceuticals Inc,2022-11-10,2022-09-30,-0.195,USD
ARNA,ARNA,2022-11-02,2022-09-30,,USD
ARNC,Arconic Corporation,2022-11-01,2022-09-30,0.3275,USD
ARNGF,ARNGF,2022-11-10,2022-09-30,0.0172,USD
AROC,Archrock Inc,2022-10-31,2022-09-30,0.1322,USD
ARQT,Arcutis Biotherapeutics Inc,2022-11-10,2022-09-30,-1.54,USD
ARREF,ARREF,2022-11-09,2022-09-30,-0.01,USD
ARRY,Array Technologies Inc,2022-11-10,2022-09-30,0.0885,USD
ARTH,ARTH,2022-11-30,2022-09-30,-0.01,USD
ARTL,Artelo Biosciences Inc,2022-11-07,2022-08-31,-0.9133,USD
ARTNA,Artesian Resources Corp - Class A,2022-11-09,2022-09-30,0.56,USD
ARVL,Arrival,2022-11-08,2022-09-30,-0.09,EUR
ARVN,Arvinas Inc,2022-11-09,2022-09-30,-1.17,USD
ARW,Arrow Electronics Inc,2022-11-03,2022-09-30,5.38,USD
ARWR,Arrowhead Pharmaceuticals Inc,2022-12-13,2022-09-30,-0.3871,USD
ARYX,ARYX,2022-11-14,2022-09-30,0,USD
ARZGY,ARZGY,2022-11-10,2022-09-30,0.2653,EUR
ASAN,Asana Inc - Class A,2022-12-14,2022-10-31,-0.3256,USD
ASAPF,ASAPF,2022-11-14,2022-09-30,,USD
ASB,Associated Banc-Corp,2023-01-19,2022-12-31,0.5986,USD
ASBFY,ASBFY,2022-11-08,2022-08-31,0,GBP
ASC,Ardmore Shipping Corp,2022-11-09,2022-09-30,1.36,USD
ASEKY,ASEKY,2022-11-02,2022-09-30,0.8636,JPY
ASGLY,ASGLY,2022-11-02,2022-09-30,0.173,JPY
ASGTF,ASGTF,2022-11-10,2022-09-30,,USD
ASH,Ashland Inc,2022-11-08,2022-09-30,1.44,USD
ASHTY,ASHTY,2022-12-06,2022-10-31,4.42,USD
ASIX,AdvanSix Inc,2022-11-04,2022-09-30,1,USD
ASLE,AerSale Corp,2022-11-08,2022-09-30,0.05,USD
ASLN,ASLAN Pharmaceuticals Ltd,2022-11-03,2022-09-30,-0.19,TWD
ASM,Avino Silver & Gold Mines Ltd,2022-11-09,2022-09-30,0.015,USD
ASMB,Assembly Biosciences Inc,2022-11-10,2022-09-30,-0.3667,USD
ASML,ASML Holding NV,2023-01-18,2022-12-31,5.01,EUR
ASND,Ascendis Pharma A/S,2022-11-17,2022-09-30,-2.52,EUR
ASO,Academy Sports and Outdoors Inc,2022-12-15,2022-10-31,1.6,USD
ASOZY,ASOZY,2022-11-22,2022-09-30,0,USD
ASPCD,ASPCD,2022-11-07,2022-09-30,,USD
ASPCF,ASPCF,2022-11-08,2022-09-30,,USD
ASPN,Aspen Aerogels Inc,2022-11-03,2022-09-30,-0.5763,USD
ASPU,Aspen Group Inc,2022-12-12,2022-10-31,-0.0725,USD
ASRT,Assertio Holdings Inc,2022-11-11,2022-09-30,0.0905,USD
ASRV,Ameriserv Financial Inc,2023-01-23,2022-12-31,,USD
ASTC,Astrotech Corp,2022-11-16,2022-09-30,,USD
ASTE,Astec Industries Inc,2022-11-02,2022-09-30,0.5,USD
ASTR,Astra Space Inc - Class A,2022-11-10,2022-09-30,-0.2,USD
ASTS,AST SpaceMobile Inc - Class A,2022-11-14,2022-09-30,,USD
ASUR,Asure Software Inc,2022-11-14,2022-09-30,-0.032,USD
ASX,ASE Technology Holding Co.Ltd,2022-11-03,2022-09-30,0.2425,TWD
ASXC,Asensus Surgical Inc,2022-11-10,2022-09-30,-0.07,USD
ASXSF,ASXSF,2022-11-07,2022-09-30,,USD
ASYS,Amtech Systems Inc,2022-11-24,2022-09-30,0.01,USD
ATAI,ATAI Life Sciences N.V.,2022-11-14,2022-09-30,-0.2321,USD
ATASY,ATASY,2022-11-10,2022-09-30,0,USD
ATAX,America First Multifamily Investors LP,2022-11-07,2022-09-30,0.5245,USD
ATBPF,ATBPF,2022-11-14,2022-09-30,-0.09,CAD
ATCMF,ATCMF,2022-11-24,2022-09-30,0.02,USD
ATCO,Atlas Corp,2022-11-14,2022-09-30,0.3933,USD
ATCV,ATCV,2022-11-30,2022-09-30,0,USD
ATCX,Atlas Technical Consultants Inc - Class A,2022-11-14,2022-09-30,0.1391,USD
ATEC,Alphatec Holdings Inc,2022-11-03,2022-09-30,-0.2509,USD
ATEN,A10 Networks Inc,2022-11-01,2022-09-30,0.1797,USD
ATER,Aterian Inc,2022-11-08,2022-09-30,-0.25,USD
ATEX,Anterix Inc,2022-11-09,2022-09-30,-0.4575,USD
ATEYY,ATEYY,2023-01-26,2022-12-31,1.2,JPY
ATGE,Adtalem Global Education Inc,2022-11-03,2022-09-30,0.795,USD
ATGN,ATGN,2022-11-30,2022-09-30,,USD
ATGN,ATGN,2023-01-25,2022-12-31,,USD
ATGSY,ATGSY,2022-11-10,2022-09-30,0,EUR
ATH,ATH,2022-11-01,2022-09-30,,USD
ATHA,Athira Pharma Inc,2022-11-17,2022-09-30,-0.6467,USD
ATHE,Alterity Therapeutics Ltd,2022-11-30,2022-09-30,0,AUD
ATHM,Autohome Inc,2022-11-08,2022-09-30,3.66,CNY
ATHOF,ATHOF,2022-11-02,2022-09-30,,USD
ATHX,Athersys Inc,2022-11-09,2022-09-30,-2,USD
ATIP,ATI Physical Therapy Inc - Class A,2022-11-08,2022-09-30,-0.0475,USD
ATIXF,ATIXF,2022-11-28,2022-09-30,,USD
ATKR,Atkore Inc,2022-11-17,2022-09-30,5.02,USD
ATLC,Atlanticus Holdings Corp,2022-11-11,2022-09-30,1.23,USD
ATLCY,ATLCY,2023-01-26,2022-12-31,0.4742,USD
ATLKY,ATLKY,2023-01-26,2022-12-31,0.4742,SEK
ATLYF,ATLYF,2022-11-21,2022-09-30,,USD
ATMS,ATMS,2022-11-08,2022-09-30,,USD
ATNF,180 Life Sciences Corp,2022-11-30,2022-09-30,-0.14,USD
ATNX,Athenex Inc,2022-11-10,2022-09-30,-0.15,USD
ATO,Atmos Energy Corp,2022-11-09,2022-09-30,0.4406,USD
ATOM,Atomera Inc,2022-11-03,2022-09-30,-0.17,USD
ATONY,ATONY,2022-11-30,2022-09-30,0,USD
ATOS,Atossa Therapeutics Inc,2022-11-15,2022-09-30,-0.05,USD
ATRA,Atara Biotherapeutics Inc,2022-11-10,2022-09-30,-0.7439,USD
ATRC,Atricure Inc,2022-11-02,2022-09-30,-0.2513,USD
ATRI,Atrion Corp,2022-11-09,2022-09-30,,USD
ATRO,Astronics Corp,2022-11-08,2022-09-30,-0.12,USD
ATROB,ATROB,2022-11-08,2022-09-30,-0.12,USD
ATRS,ATRS,2022-11-02,2022-09-30,,USD
ATRWF,ATRWF,2022-11-07,2022-09-30,,USD
ATRX,ATRX,2022-11-23,2022-09-30,0,USD
ATSAF,ATSAF,2022-11-09,2022-09-30,,USD
ATSG,Air Transport Services Group Inc,2022-11-03,2022-09-30,0.53,USD
ATTO,Atento S.A.,2022-11-14,2022-09-30,0.04,USD
ATUS,Altice USA Inc - Class A,2022-11-03,2022-09-30,0.3554,USD
ATUSF,ATUSF,2022-11-09,2022-09-30,,USD
ATUUD,ATUUD,2022-11-15,2022-09-30,,USD
ATUUF,ATUUF,2022-11-15,2022-09-30,,USD
ATVI,Activision Blizzard Inc,2022-11-07,2022-09-30,0.5072,USD
ATXI,Avenue Therapeutics Inc,2022-11-09,2022-09-30,-0.6,USD
ATXS,Astria Therapeutics Inc,2022-11-10,2022-09-30,-0.85,USD
ATY,AcuityAds Holdings Inc,2022-11-08,2022-09-30,0.0211,CAD
ATZAF,ATZAF,2023-01-10,2022-11-30,,USD
AU,AngloGold Ashanti Ltd,2022-11-03,2022-09-30,0.39,USD
AUB,Atlantic Union Bankshares Corp,2023-01-24,2022-12-31,0.83,USD
AUBN,Auburn National Bancorp Inc,2023-01-25,2022-12-31,,USD
AUD,Audacy Inc - Class A,2022-11-08,2022-09-30,0.105,USD
AUDC,Audiocodes,2022-11-02,2022-09-30,0.386,USD
AUGG,AUGG,2022-11-08,2022-09-30,0,USD
AUGX,Augmedix Inc,2022-11-08,2022-09-30,-0.16,USD
AUID,authID Inc,2022-11-10,2022-09-30,,USD
AUKNY,AUKNY,2022-11-30,2022-09-30,0,USD
AUMBF,AUMBF,2022-11-21,2022-09-30,,USD
AUMN,Golden Minerals Company,2022-11-08,2022-09-30,,USD
AUNFF,AUNFF,2022-11-23,2022-09-30,0,USD
AUPH,Aurinia Pharmaceuticals Inc,2022-11-15,2022-09-30,-0.2283,USD
AUR,Aurora Innovation Inc - Class A,2022-11-30,2022-09-30,-0.2,USD
AURA,Aura Biosciences Inc,2022-11-24,2022-09-30,-0.5266,USD
AURWF,AURWF,2022-11-28,2022-08-31,,USD
AUTL,Autolus Therapeutics plc,2022-11-10,2022-09-30,-0.4713,USD
AUTO,AUTO,2022-11-02,2022-09-30,-0.08,USD
AUUD,Auddia Inc,2022-11-30,2022-09-30,-0.1,USD
AUVI,Applied UV Inc,2022-11-15,2022-09-30,-0.18,USD
AVA,Avista Corp,2022-11-09,2022-09-30,0.1689,USD
AVAH,Aveanna Healthcare Holdings Inc,2022-11-14,2022-09-30,0.0347,USD
AVAL,Grupo Aval Acciones y Valores S.A.,2022-11-16,2022-09-30,0.1397,COP
AVAV,AeroVironment Inc,2022-12-06,2022-10-31,0.2286,USD
AVCNF,AVCNF,2022-11-10,2022-09-30,,CAD
AVCO,Avalon GloboCare Corp,2022-11-14,2022-09-30,,USD
AVCT,American Virtual Cloud Technologies Inc,2022-11-30,2022-09-30,-10.2,USD
AVD,American Vanguard Corp,2022-11-07,2022-09-30,0.31,USD
AVDL,Avadel Pharmaceuticals plc,2022-11-07,2022-09-30,-0.295,USD
AVDX,AvidXchange Holdings Inc,2022-11-15,2022-09-30,-0.1179,USD
AVEO,AVEO Pharmaceuticals Inc,2022-11-09,2022-09-30,-0.214,USD
AVGDF,AVGDF,2022-11-24,2022-09-30,,USD
AVGO,Broadcom Inc,2022-12-08,2022-10-31,10.3,USD
AVGR,Avinger Inc,2022-11-10,2022-09-30,-1.06,USD
AVHNY,AVHNY,2022-11-23,2022-09-30,0,USD
AVID,Avid Technology Inc,2022-11-10,2022-09-30,0.319,USD
AVIFY,AVIFY,2022-11-03,2022-09-30,0.0592,THB
AVIR,Atea Pharmaceuticals Inc,2022-11-10,2022-09-30,-0.4447,USD
AVLR,Avalara Inc,2022-11-03,2022-09-30,-0.0592,USD
AVNS,Avanos Medical Inc,2022-11-08,2022-09-30,0.355,USD
AVNT,Avient Corp,2023-01-27,2022-12-31,0.4977,USD
AVNW,Aviat Networks Inc,2022-11-14,2022-09-30,0.7075,USD
AVO,Mission Produce Inc,2023-01-17,2022-10-31,0.3505,USD
AVPFF,AVPFF,2022-11-09,2022-09-30,,CAD
AVPT,AvePoint Inc - Class A,2022-11-14,2022-09-30,0.0083,USD
AVRO,AvroBio Inc,2022-11-10,2022-09-30,-0.5383,USD
AVT,Avnet Inc,2023-01-26,2022-12-31,1.82,USD
AVTE,Aerovate Therapeutics Inc,2022-11-14,2022-09-30,-0.5009,USD
AVTI,AVTI,2022-11-30,2022-09-30,0,USD
AVTX,Avalo Therapeutics Inc,2022-11-08,2022-09-30,-0.8775,USD
AVXL,Anavex Life Sciences Corporation,2022-12-12,2022-09-30,-0.1667,USD
AVXT,AVXT,2022-11-16,2022-09-30,0,USD
AVYA,Avaya Holdings Corp,2022-11-23,2022-09-30,-0.0891,USD
AWH,Aspira Women`s Health Inc,2022-11-09,2022-09-30,-0.06,USD
AWK,American Water Works Co. Inc,2022-10-31,2022-09-30,1.53,USD
AWLCF,AWLCF,2022-11-09,2022-09-30,0,USD
AWR,American States Water Company,2022-10-31,2022-09-30,0.7375,USD
AWX,Avalon Holdings Corp - Class A,2022-11-10,2022-09-30,,USD
AXAHY,AXAHY,2022-11-02,2022-09-30,0,EUR
AXAS,AXAS,2022-11-16,2022-09-30,-0.36,USD
AXDX,Accelerate Diagnostics Inc,2022-11-08,2022-09-30,-0.195,USD
AXGN,Axogen Inc,2022-11-02,2022-09-30,-0.128,USD
AXL,American Axle & Manufacturing Holdings Inc,2022-11-04,2022-09-30,0.2895,USD
AXLA,Axcella Health Inc,2022-11-16,2022-09-30,-0.3733,USD
AXNX,Axonics Inc,2022-10-31,2022-09-30,-0.4705,USD
AXON,Axon Enterprise Inc,2022-11-08,2022-09-30,0.4863,USD
AXP,American Express Company,2023-01-19,2022-12-31,2.23,USD
AXR,AMREP Corp,2022-12-13,2022-10-31,,USD
AXSM,Axsome Therapeutics Inc,2022-11-10,2022-09-30,-1.08,USD
AXU,AXU,2022-11-07,2022-09-30,,CAD
AY,Atlantica Sustainable Infrastructure Plc,2022-11-10,2022-09-30,0.365,USD
AYALY,AYALY,2022-11-16,2022-09-30,0.2115,USD
AYASF,AYASF,2022-11-14,2022-09-30,,USD
AYI,Acuity Brands Inc,2023-01-11,2022-11-30,3.01,USD
AYLA,Ayala Pharmaceuticals Inc,2022-11-22,2022-09-30,-0.6083,USD
AYRO,AYRO Inc,2022-11-11,2022-09-30,-0.11,USD
AYRWF,AYRWF,2022-11-10,2022-09-30,-0.3957,USD
AYTU,Aytu BioPharma Inc,2022-11-17,2022-09-30,-0.24,USD
AYX,Alteryx Inc - Class A,2022-11-10,2022-09-30,-0.1218,USD
AZ,A2Z Smart Technologies Corp,2022-12-05,2022-09-30,-0.36,USD
AZEK,AZEK Company Inc - Class A,2022-11-17,2022-09-30,0.1775,USD
AZN,Astrazeneca plc,2022-11-10,2022-09-30,0.7671,USD
AZNCF,AZNCF,2022-11-10,2022-09-30,1.53,USD
AZO,Autozone Inc,2022-12-06,2022-11-30,25.76,USD
AZPN,Aspen Technology Inc,2023-01-25,2022-12-31,1.12,USD
AZRE,Azure Power Global Ltd,2022-12-12,2022-09-30,0.1662,INR
AZTA,Azenta Inc,2022-11-10,2022-09-30,0.0717,USD
AZUL,Azul S.A.,2022-11-10,2022-09-30,-4.07,BRL
AZYO,Aziyo Biologics Inc - Class A,2022-11-24,2022-09-30,-0.505,USD
AZZ,AZZ Inc,2023-01-09,2022-11-30,0.9867,USD
AZZTF,AZZTF,2022-11-24,2022-09-30,,USD
BA,Boeing Company,2023-01-25,2022-12-31,0.9051,USD
BABA,Alibaba Group Holding Ltd,2022-11-04,2022-09-30,11.88,CNY
BABYF,BABYF,2022-11-28,2022-09-30,,USD
BAC,Bank Of America Corp,2023-01-13,2022-12-31,0.8524,USD
BACK,IMAC Holdings Inc,2022-11-17,2022-09-30,-0.09,USD
BADFF,BADFF,2022-11-03,2022-09-30,,USD
BAESY,BAESY,2022-11-30,2022-09-30,0,GBP
BAH,Booz Allen Hamilton Holding Corp - Class A,2023-01-27,2022-12-31,1.05,USD
BAK,Braskem S.A.,2022-11-08,2022-09-30,0.2056,BRL
BALL,Ball Corp,2022-11-03,2022-09-30,0.8028,USD
BALY,Ballys Corporation,2022-11-03,2022-09-30,0.3092,USD
BAM,Brookfield Asset Management Inc - Class A,2022-11-10,2022-09-30,0.7797,USD
BANC,Banc of California Inc,2023-01-26,2022-12-31,0.5243,USD
BAND,Bandwidth Inc - Class A,2022-11-02,2022-09-30,0.027,USD
BANF,Bancfirst Corp,2023-01-19,2022-12-31,1.59,USD
BANR,Banner Corp,2023-01-19,2022-12-31,1.51,USD
BANX,ArrowMark Financial Corp,2022-11-10,2022-09-30,0.46,USD
BAP,Credicorp Ltd,2022-11-03,2022-09-30,3.91,PEN
BARK,BARK Inc - Class A,2022-11-10,2022-09-30,-0.08,USD
BASE,Couchbase Inc,2022-12-07,2022-10-31,-0.3456,USD
BATL,Battalion Oil Corp (New),2022-11-09,2022-09-30,0.33,USD
BATRA,Liberty Media Corp (Tracking Stock - Braves) Series A,2022-11-04,2022-09-30,0.5975,USD
BATRK,Liberty Media Corp (Tracking Stock - Braves) Series C,2022-11-04,2022-09-30,0.5975,USD
BAYRY,BAYRY,2022-11-08,2022-09-30,0.2864,EUR
BB,BlackBerry Ltd,2022-12-20,2022-11-30,-0.08,USD
BBAI,BigBear.ai Inc,2022-11-09,2022-09-30,-0.045,USD
BBAL,BBAL,2022-11-21,2022-09-30,0,USD
BBAR,BBVA Argentina,2022-11-17,2022-09-30,0.2261,ARS
BBBMF,BBBMF,2022-12-19,2022-11-30,,USD
BBBXF,BBBXF,2023-01-25,2022-12-31,,USD
BBBY,Bed Bath & Beyond Inc,2023-01-05,2022-11-30,-1.79,USD
BBCP,Concrete Pumping Holdings Inc - Class A,2023-01-11,2022-12-31,0.1346,USD
BBD,Banco Bradesco S.A.,2022-11-08,2022-09-30,0.1249,BRL
BBDC,Barings BDC Inc,2022-11-10,2022-09-30,0.2486,USD
BBGI,Beasley Broadcast Group Inc - Class A,2022-11-02,2022-09-30,0.045,USD
BBI,BBI,2022-11-17,2022-09-30,-1.43,USD
BBIG,Vinco Ventures Inc,2022-11-21,2022-09-30,,USD
BBIO,BridgeBio Pharma Inc,2022-11-10,2022-09-30,-0.933,USD
BBKCF,BBKCF,2022-12-06,2022-09-30,-0.0153,CAD
BBLG,Bone Biologics Corp,2022-11-30,2022-09-30,-0.2,USD
BBLN,Babylon Holdings Ltd - Class A,2022-11-11,2022-09-30,-0.2296,USD
BBQ,BBQ Holdings Inc,2022-11-15,2022-09-30,0.335,USD
BBRRF,BBRRF,2022-11-28,2022-09-30,,CAD
BBSEY,BBSEY,2022-11-07,2022-09-30,0.1424,BRL
BBSI,Barrett Business Services Inc,2022-11-08,2022-09-30,2.32,USD
BBTVF,BBTVF,2022-11-08,2022-09-30,,USD
BBU,Brookfield Business Partners L.P.,2022-11-07,2022-09-30,0.05,USD
BBW,Build A Bear Workshop Inc,2022-12-01,2022-11-30,0.39,USD
BBWI,Bath & Body Works Inc,2022-11-16,2022-10-31,0.2314,USD
BBXIA,BBXIA,2022-11-14,2022-09-30,,USD
BBY,Best Buy Co. Inc,2022-11-21,2022-08-31,,USD
BBY,Best Buy Co. Inc,2022-11-23,2022-10-31,1.03,USD
BC,Brunswick Corp,2023-01-26,2022-12-31,2.25,USD
BCAB,BioAtla Inc,2022-11-14,2022-09-30,-0.7839,USD
BCBP,BCB Bancorp Inc (NJ),2023-01-26,2022-12-31,0.6833,USD
BCC,Boise Cascade Company,2022-10-31,2022-09-30,4.26,USD
BCDA,BioCardia Inc,2022-11-15,2022-09-30,-0.226,USD
BCE,BCE Inc,2022-11-03,2022-09-30,0.8422,CAD
BCEKF,BCEKF,2022-11-29,2022-09-30,0.0142,USD
BCEL,Atreca Inc - Class A,2022-11-16,2022-09-30,-0.7122,USD
BCKMF,BCKMF,2022-12-12,2022-10-31,,CAD
BCMXY,BCMXY,2022-10-31,2022-09-30,1.17,USD
BCOR,Blucora Inc,2022-11-03,2022-09-30,-0.1367,USD
BCRHF,BCRHF,2022-10-31,2022-09-30,,USD
BCRX,Biocryst Pharmaceuticals Inc,2022-11-08,2022-09-30,-0.27,USD
BCSF,Bain Capital Specialty Finance Inc,2022-11-10,2022-09-30,0.3532,USD
BCTX,BriaCell Therapeutics Corp,2022-11-23,2022-10-31,-0.305,USD
BCV,Bancroft Fund Ltd,2022-12-20,2022-10-31,0,USD
BCYC,Bicycle Therapeutics Plc,2022-11-03,2022-09-30,-0.8887,USD
BDC,Belden Inc,2022-11-02,2022-09-30,1.56,USD
BDCO,BDCO,2022-11-01,2022-09-30,0,USD
BDIMF,BDIMF,2022-11-03,2022-09-30,,USD
BDL,Flanigan`s Enterprises Inc,2022-12-28,2022-09-30,0,USD
BDL,Flanigan`s Enterprises Inc,2023-01-16,2022-12-31,,USD
BDORY,BDORY,2022-11-09,2022-09-30,0.4659,BRL
BDRBD,BDRBD,2022-11-03,2022-09-30,,USD
BDRBF,BDRBF,2022-11-03,2022-09-30,-0.52,USD
BDSI,BDSI,2022-11-01,2022-09-30,,USD
BDSX,Biodesix Inc,2022-12-15,2022-09-30,-0.3225,USD
BDTX,Black Diamond Therapeutics Inc,2022-11-15,2022-09-30,-0.6875,USD
BDX,Becton Dickinson And Company,2022-11-03,2022-09-30,2.75,USD
BE,Bloom Energy Corp - Class A,2022-11-09,2022-09-30,-0.0607,USD
BEAM,Beam Therapeutics Inc,2022-11-07,2022-09-30,-1.28,USD
BEAM_OLD,BEAM_OLD,2022-11-07,2022-09-30,,USD
BEAT,HeartBeam Inc,2022-12-15,2022-09-30,-0.33,USD
BEBE,BEBE,2022-11-04,2022-10-31,0,USD
BECN,Beacon Roofing Supply Inc - Class A,2022-11-04,2022-09-30,2.01,USD
BEDU,Bright Scholar Education Holdings Ltd,2022-11-09,2022-08-31,,CNY
BEDU,Bright Scholar Education Holdings Ltd,2023-01-19,2022-11-30,2.03,CNY
BEEM,Beam Global,2022-11-17,2022-09-30,-0.2117,USD
BEKAY,BEKAY,2022-11-18,2022-09-30,0,USD
BEKE,KE Holdings Inc,2022-11-21,2022-09-30,0.7897,CNY
BELFA,Bel Fuse Inc - Class A,2022-11-04,2022-09-30,0.795,USD
BELFB,Bel Fuse Inc - Class B,2022-11-04,2022-09-30,0.795,USD
BEN,Franklin Resources Inc,2022-10-31,2022-09-30,0.6992,USD
